"","Date","Open","High","Low","Last","Change","Settle","Volume","Prev. Day Open Interest"
"442",2014-08-13,0,0,0,NA,1.25,425,6,663
"443",2014-08-12,422.75,424,416.25,NA,0.75,423.75,42,659
"444",2014-08-11,0,0,0,NA,1.75,424.5,3,659
"445",2014-08-08,0,0,0,NA,5.5,422.75,3,659
"446",2014-08-07,428.5,428.5,428.5,NA,2.5,428.25,5,659
"447",2014-08-06,428,430,427.5,NA,4.75,430.75,37,661
"448",2014-08-05,424.5,426,424.5,NA,3,426,43,642
"449",2014-08-04,422,428,422,NA,6.5,429,23,636
"450",2014-08-01,426,426,422.5,NA,4.5,422.5,182,673
"451",2014-07-31,428,428,426,NA,2.75,427,9,670
"452",2014-07-30,426.5,430,426.5,429.5,0.75,429.75,88,613
"453",2014-07-29,430,430,427,NA,1.75,429,27,613
"454",2014-07-28,0,428,0,NA,4,430.75,24,615
"455",2014-07-25,426,426,421.5,NA,0.25,426.75,15,610
"456",2014-07-24,424,425,424,NA,0.5,426.5,3,608
"457",2014-07-23,424,425.25,424,NA,2.75,427,24,606
"458",2014-07-22,429,429,424.75,NA,4.5,424.25,143,597
"459",2014-07-21,429.25,429.25,427.75,NA,5.75,428.75,122,533
"460",2014-07-18,440.5,440.5,434,NA,7.5,434.5,66,526
"461",2014-07-17,440.25,444.25,439.25,NA,2.25,442,72,486
"462",2014-07-16,439.5,439.5,439.5,NA,4,439.75,15,489
"463",2014-07-15,436,438.5,433.5,NA,5,435.75,39,469
"464",2014-07-14,437.5,440,437.5,NA,2.25,440.75,34,448
"465",2014-07-11,440,440,438.5,NA,3.5,438.5,16,445
"466",2014-07-10,450,450,443,NA,5.75,442,42,420
"467",2014-07-09,451,451.25,445,NA,5.25,447.75,23,405
"468",2014-07-08,454,454,454,NA,0.75,453,20,394
"469",2014-07-07,452.5,452.5,452.5,NA,7,453.75,29,398
"470",2014-07-03,0,0,0,NA,NA,460.75,14,393
"471",2014-07-02,0,0,0,NA,4.25,460.75,0,393
"472",2014-07-01,460,460.25,458,NA,2.75,465,20,387
"473",2014-06-30,471.75,472.5,462.75,NA,14.25,462.25,340,329
"474",2014-06-27,0,0,0,NA,3.5,476.5,34,330
"475",2014-06-26,0,0,0,NA,0.75,473,0,330
"476",2014-06-25,0,0,0,NA,0.5,472.25,16,321
"477",2014-06-24,468.75,472.75,468.75,NA,1,471.75,86,269
"478",2014-06-23,0,0,0,NA,8.25,470.75,0,269
"479",2014-06-20,476,476,476,NA,3,479,8,270
"480",2014-06-19,475.25,475.25,475,NA,5.25,476,6,270
"481",2014-06-18,472.25,472.25,472.25,NA,0.75,470.75,33,267
"482",2014-06-17,0,0,0,NA,0.5,471.5,15,267
"483",2014-06-16,0,0,0,NA,4.5,472,2,267
"484",2014-06-13,0,0,0,NA,3.5,476.5,4,265
"485",2014-06-12,472.75,473.25,472.75,NA,2.5,473,23,244
"486",2014-06-11,0,0,0,NA,1.75,470.5,0,244
"487",2014-06-10,0,0,0,NA,2.75,472.25,0,244
